,0
2246,2017-06-04 19:27:21.926
2247,2017-06-04 19:29:22.563
2248,2017-06-04 19:31:59.066
2249,2017-06-04 19:33:14.721
2250,2017-06-05 09:07:38.089
2251,2017-06-05 09:49:16.095
2252,2017-06-05 11:40:11.202
2253,2017-06-05 22:42:08.384
2254,2017-06-06 09:11:53.465
2255,2017-06-06 09:13:00.776
2256,2017-06-06 09:17:27.832
2257,2017-06-06 09:20:59.271
2258,2017-06-06 09:21:00.212
2259,2017-06-06 09:23:13.548
2260,2017-06-06 09:26:59.567
2261,2017-06-06 09:27:00.239
2262,2017-06-06 09:30:47.327
2263,2017-06-06 09:31:01.255
2264,2017-06-06 09:33:13.136
2265,2017-06-06 09:35:30.484
2266,2017-06-06 09:38:49.488
2267,2017-06-06 09:39:09.612
2268,2017-06-06 09:42:49.172
2269,2017-06-06 09:43:00.746
2270,2017-06-06 09:45:22.982
2271,2017-06-06 09:49:40.010
2272,2017-06-06 09:51:03.505
2273,2017-06-06 10:11:12.508
2274,2017-06-06 10:14:16.952
2275,2017-06-06 10:16:12.261
2276,2017-06-06 10:17:37.129
2277,2017-06-06 10:19:25.493
2278,2017-06-06 10:21:30.635
2279,2017-06-06 10:23:35.570
2280,2017-06-09 09:38:33.317
2281,2017-06-10 21:36:54.245
2282,2017-06-10 21:37:00.507
2283,2017-06-10 21:39:33.003
2284,2017-06-10 21:41:10.438
2285,2017-06-10 21:44:23.997
2286,2017-06-10 21:45:15.236
2287,2017-06-10 21:48:13.049
2288,2017-06-15 19:34:43.881
2289,2017-06-15 19:41:03.401
2290,2017-06-15 19:43:13.685
2291,2017-06-15 19:45:22.452
2292,2017-06-15 19:48:31.834
2293,2017-06-15 19:49:01.180
2294,2017-06-15 19:51:06.337
2295,2017-06-15 19:54:45.348
2296,2017-06-15 19:55:01.131
2297,2017-06-15 19:57:41.991
2298,2017-06-15 19:59:01.517
2299,2017-06-15 20:01:33.511
2300,2017-06-15 20:04:53.637
2301,2017-06-15 20:05:01.346
2302,2017-06-15 20:07:05.244
2303,2017-06-15 20:10:12.606
2304,2017-06-15 20:11:03.255
2305,2017-06-15 20:13:23.148
2306,2017-06-15 20:15:00.905
2307,2017-06-15 20:17:11.474
2308,2017-06-15 20:23:13.948
2309,2017-06-16 20:04:13.974
2310,2017-06-16 20:07:14.302
2311,2017-06-16 20:16:22.181
2312,2017-06-16 20:31:55.011
2313,2017-06-16 20:33:05.045
2314,2017-06-16 20:43:41.850
2315,2017-06-16 20:47:20.740
2316,2017-06-16 20:49:00.162
2317,2017-06-16 20:59:34.922
2318,2017-06-16 21:03:04.117
2319,2017-06-16 21:10:18.298
2320,2017-06-16 21:14:29.821
2321,2017-06-16 21:17:45.957
2322,2017-06-16 21:22:02.473
2323,2017-06-16 21:23:01.624
2324,2017-06-16 21:29:48.069
2325,2017-06-16 21:36:17.966
2326,2017-06-16 21:37:00.304
2327,2017-06-18 09:19:59.625
2328,2017-06-20 18:54:52.472
2329,2017-06-23 15:57:48.275
2330,2017-05-15 19:24:27.685
2331,2017-05-15 19:25:20.539
2332,2017-05-15 19:33:43.135
2333,2017-05-15 19:35:09.002
2334,2017-05-15 19:37:05.064
2335,2017-05-15 19:39:16.553
2336,2017-05-15 19:41:44.137
2337,2017-05-15 19:44:34.814
2338,2017-05-15 19:45:00.128
2339,2017-05-15 19:47:16.665
2340,2017-05-15 19:52:05.594
2341,2017-05-15 19:55:43.913
2342,2017-05-15 19:57:53.855
2343,2017-05-15 20:03:44.468
2344,2017-05-15 20:10:08.135
2345,2017-05-15 20:11:03.469
2346,2017-05-15 20:13:03.045
2347,2017-05-15 20:15:07.654
2348,2017-05-15 20:47:53.322
2349,2017-05-15 20:49:00.012
2350,2017-05-15 20:51:00.146
2351,2017-05-15 20:53:12.992
2352,2017-05-15 20:55:23.176
2353,2017-05-15 20:57:00.065
2354,2017-05-15 20:59:56.735
2355,2017-05-15 21:04:15.429
2356,2017-05-15 21:06:19.618
2357,2017-05-15 21:08:58.712
2358,2017-05-15 21:09:00.247
2359,2017-05-15 21:11:18.408
2360,2017-05-15 21:14:29.204
2361,2017-05-15 21:15:00.162
2362,2017-05-15 21:17:43.278
2363,2017-05-15 21:23:05.531
2364,2017-05-15 21:26:26.463
2365,2017-05-15 21:27:00.222
2366,2017-05-15 21:30:26.854
2367,2017-05-15 21:31:02.704
2368,2017-05-15 21:33:00.034
2369,2017-05-15 21:35:00.154
2370,2017-05-15 21:37:09.091
2371,2017-05-15 21:39:24.315
2372,2017-05-15 21:41:07.360
2373,2017-05-15 21:47:29.597
2374,2017-05-15 21:51:27.193
2375,2017-05-15 21:53:01.748
2376,2017-05-15 21:55:14.938
2377,2017-05-15 21:59:32.879
2378,2017-05-15 22:09:37.338
2379,2017-05-15 22:11:40.787
2380,2017-05-15 22:42:52.254
2381,2017-05-15 22:43:09.199
2382,2017-05-16 15:33:56.782
2383,2017-05-16 15:36:57.834
2384,2017-05-16 15:37:00.895
2385,2017-05-16 15:39:28.348
2386,2017-05-16 15:43:06.135
2387,2017-05-16 15:47:46.680
2388,2017-05-16 15:53:29.656
2389,2017-05-16 15:55:00.268
2390,2017-05-16 16:16:43.246
2391,2017-05-16 16:17:03.010
2392,2017-05-16 16:25:43.003
2393,2017-05-16 16:28:23.552
2394,2017-05-16 16:29:04.338
2395,2017-05-16 16:36:19.325
2396,2017-05-16 16:37:06.952
2397,2017-05-16 16:40:13.862
2398,2017-05-16 16:42:13.521
2399,2017-05-16 16:43:01.597
2400,2017-05-16 16:54:31.565
2401,2017-05-16 16:55:00.781
2402,2017-05-16 16:57:00.822
2403,2017-05-16 16:59:04.486
2404,2017-05-23 17:40:47.967
2405,2017-05-23 17:43:30.249
2406,2017-05-23 17:48:04.192
2407,2017-05-23 17:49:00.084
2408,2017-05-23 17:55:40.982
2409,2017-05-23 17:57:05.631
2410,2017-05-23 17:59:59.239
2411,2017-05-23 18:01:08.195
2412,2017-05-23 18:06:09.895
2413,2017-05-23 18:08:44.623
2414,2017-05-23 20:01:50.246
2415,2017-05-23 20:03:14.524
2416,2017-05-23 20:05:21.468
2417,2017-05-23 20:07:02.337
2418,2017-05-23 21:12:10.726
2419,2017-05-23 21:13:02.612
2420,2017-05-23 21:15:18.957
2421,2017-05-23 21:17:16.497
2422,2017-05-23 21:19:19.008
2423,2017-05-23 21:21:54.248
2424,2017-05-23 21:23:22.547
2425,2017-05-23 21:25:10.574
2426,2017-05-23 21:27:00.295
2427,2017-05-24 09:45:05.340
2428,2017-05-24 19:13:10.650
2429,2017-05-24 19:22:41.723
2430,2017-05-05 19:48:49.826
2431,2017-05-05 19:49:39.609
2432,2017-05-05 19:52:53.067
2433,2017-05-05 19:53:03.411
2434,2017-05-05 20:10:24.858
2435,2017-05-05 22:27:51.609
2436,2017-05-05 22:29:01.717
2437,2017-05-05 22:33:50.845
2438,2017-05-05 22:35:00.567
2439,2017-05-05 22:40:12.430
2440,2017-05-05 22:41:01.219
2441,2017-05-05 22:45:35.765
2442,2017-05-05 22:47:01.107
2443,2017-05-05 22:49:05.157
2444,2017-05-05 22:51:01.470
2445,2017-05-05 22:55:03.748
2446,2017-05-05 22:57:32.837
2447,2017-05-06 09:16:53.095
2448,2017-05-06 09:17:00.032
2449,2017-05-06 09:19:00.825
2450,2017-05-06 09:21:01.299
2451,2017-05-06 09:59:50.692
2452,2017-05-06 12:06:18.071
2453,2017-05-06 17:44:11.448
2454,2017-05-06 17:45:10.937
2455,2017-05-06 17:47:05.721
2456,2017-05-07 20:27:00.749
2457,2017-05-07 20:29:00.637
2458,2017-05-08 20:55:15.672
2459,2017-05-08 20:57:01.291
2460,2017-05-08 20:59:05.206
2461,2017-05-08 21:01:14.745
2462,2017-05-08 21:03:01.354
2463,2017-05-01 13:11:01.548
2464,2017-05-01 13:33:03.044
2465,2017-05-01 13:35:21.956
2466,2017-05-01 13:37:00.722
2467,2017-05-01 14:34:27.005
2468,2017-05-01 15:23:16.939
2469,2017-05-01 15:27:35.980
2470,2017-05-01 15:33:48.922
2471,2017-05-01 15:45:24.600
2472,2017-05-01 15:48:59.165
2473,2017-05-01 15:49:00.994
2474,2017-05-01 15:52:26.664
2475,2017-05-01 15:53:00.501
2476,2017-05-01 15:56:19.931
2477,2017-05-01 16:00:09.768
2478,2017-05-01 16:03:46.222
2479,2017-05-01 21:06:54.630
2480,2017-05-01 21:07:27.937
2481,2017-05-01 21:11:57.735
2482,2017-05-01 21:13:32.503
2483,2017-05-01 21:19:34.302
2484,2017-05-01 21:21:20.121
2485,2017-05-01 21:23:00.355
2486,2017-05-01 21:26:02.624
2487,2017-05-01 21:45:05.272
2488,2017-05-01 21:47:12.029
2489,2017-05-01 21:49:00.016
2490,2017-05-01 21:51:45.102
2491,2017-05-01 21:53:04.617
2492,2017-05-01 22:00:43.302
2493,2017-05-01 22:01:41.655
2494,2017-05-01 22:03:04.177
2495,2017-05-01 22:05:25.170
2496,2017-04-30 13:38:42.778
2497,2017-04-30 13:39:00.116
2498,2017-04-30 13:41:45.024
2499,2017-04-30 13:43:04.197
2500,2017-04-30 13:46:42.029
2501,2017-04-30 13:54:36.498
2502,2017-04-30 13:58:33.446
2503,2017-04-30 14:00:04.012
2504,2017-04-30 14:02:25.418
2505,2017-04-30 14:03:02.050
2506,2017-04-30 14:05:00.861
2507,2017-04-30 14:07:00.400
2508,2017-04-30 14:09:09.368
2509,2017-04-30 14:13:22.244
2510,2017-04-30 14:15:00.207
2511,2017-04-30 14:26:29.547
2512,2017-04-30 16:50:25.679
2513,2017-04-30 16:58:54.291
2514,2017-04-30 16:59:00.450
2515,2017-04-30 17:02:02.757
2516,2017-04-30 17:12:35.516
2517,2017-04-30 17:13:01.491
2518,2017-04-30 17:15:05.238
2519,2017-04-30 17:20:21.477
2520,2017-04-30 17:21:01.150
2521,2017-04-30 17:24:33.344
2522,2017-04-30 17:25:00.459
2523,2017-04-30 17:27:01.575
2524,2017-04-30 17:29:00.506
2525,2017-04-30 17:46:17.538
2526,2017-04-30 17:47:03.650
2527,2017-04-30 21:52:54.699
2528,2017-05-01 13:27:39.287
2529,2017-05-01 21:09:21.277
2530,2017-05-01 21:11:02.462
2531,2017-04-19 17:50:41.239
2532,2017-04-19 17:51:10.210
2533,2017-04-19 17:58:19.031
2534,2017-04-19 17:59:24.145
2535,2017-04-19 18:01:01.164
2536,2017-04-19 18:03:05.458
2537,2017-04-19 18:07:26.865
2538,2017-04-19 18:09:05.041
2539,2017-04-19 18:11:00.485
2540,2017-04-19 18:13:00.077
2541,2017-04-19 18:16:00.779
2542,2017-04-19 18:27:45.645
2543,2017-04-19 18:32:57.055
2544,2017-04-19 18:33:00.458
2545,2017-04-19 18:35:01.292
2546,2017-04-19 18:37:05.177
2547,2017-04-19 18:40:26.824
2548,2017-04-19 18:41:02.300
2549,2017-04-19 18:43:41.938
2550,2017-04-19 18:45:00.939
2551,2017-04-19 18:47:05.571
2552,2017-04-19 18:49:00.015
2553,2017-04-19 19:27:02.418
2554,2017-04-19 19:30:37.684
2555,2017-04-19 19:31:07.073
2556,2017-04-19 19:33:03.134
2557,2017-04-19 21:20:14.101
2558,2017-04-19 21:21:33.644
2559,2017-04-09 14:18:51.657
2560,2017-04-09 14:20:13.088
2561,2017-04-09 18:37:41.502
2562,2017-04-10 19:26:33.772
2563,2017-04-10 19:27:01.559
2564,2017-04-10 19:29:00.776
2565,2017-04-10 19:32:49.398
2566,2017-04-10 19:33:58.212
2567,2017-04-10 19:35:04.889
2568,2017-04-10 19:37:00.321
2569,2017-04-10 19:39:00.375
2570,2017-04-10 19:42:08.492
2571,2017-04-10 19:43:00.580
2572,2017-04-10 19:45:00.220
2573,2017-04-10 19:47:00.872
2574,2017-04-10 19:49:00.178
2575,2017-04-10 20:33:04.331
2576,2016-12-12 09:17:23.301
2577,2016-12-12 09:19:11.322
2578,2016-12-12 09:21:08.089
2579,2016-12-12 09:23:00.238
2580,2016-12-12 09:25:00.283
2581,2016-12-12 09:27:00.446
2582,2016-12-12 09:29:01.002
2583,2016-12-12 09:31:03.159
2584,2016-12-12 09:33:41.119
2585,2016-12-12 09:35:00.380
2586,2016-12-12 09:37:14.806
2587,2016-12-12 09:39:06.343
2588,2016-12-12 09:41:03.831
2589,2016-12-12 09:43:00.485
2590,2016-12-12 09:45:04.755
2591,2016-12-12 09:47:07.624
2592,2016-12-12 09:49:12.189
2593,2016-12-12 09:51:13.718
2594,2016-12-12 09:53:02.111
2595,2016-12-12 09:55:15.672
2596,2016-12-12 09:57:01.076
2597,2016-12-12 09:59:24.948
2598,2016-12-12 10:01:09.037
2599,2016-12-12 10:03:01.030
2600,2016-12-12 10:05:33.854
2601,2016-12-12 10:07:00.466
2602,2016-12-12 10:09:00.046
2603,2016-12-12 10:11:00.647
2604,2016-12-12 10:13:29.035
2605,2016-12-12 10:15:14.501
2606,2016-12-12 10:17:00.079
2607,2016-12-12 10:27:47.943
2608,2016-12-12 13:25:46.746
2609,2016-12-12 13:27:04.424
2610,2016-12-12 13:31:08.734
2611,2016-12-12 14:04:55.715
2612,2016-12-12 14:05:08.695
2613,2016-12-12 14:14:23.588
2614,2016-12-12 14:15:58.574
2615,2016-12-12 14:17:04.921
2616,2016-12-12 14:19:00.429
2617,2016-12-12 14:21:21.208
2618,2016-12-12 14:23:00.170
2619,2016-12-12 14:28:00.351
2620,2016-12-12 14:29:00.799
2621,2016-12-12 14:31:30.973
2622,2016-12-13 09:00:56.566
2623,2016-12-13 09:01:00.581
2624,2016-12-13 09:04:32.263
2625,2016-12-13 09:05:03.220
2626,2016-12-13 09:07:08.690
2627,2016-12-13 09:09:00.239
2628,2016-12-13 09:11:48.053
2629,2016-12-13 09:13:03.008
2630,2016-12-13 09:15:05.995
2631,2016-12-13 09:17:18.034
2632,2016-12-13 09:19:12.380
2633,2016-12-13 09:21:00.072
2634,2016-12-13 09:23:10.839
2635,2016-12-13 09:25:00.296
2636,2016-12-13 09:27:00.273
2637,2016-12-13 09:29:03.494
2638,2016-12-13 09:31:10.920
2639,2016-12-13 09:33:00.982
2640,2016-12-13 09:35:04.726
2641,2016-12-13 09:37:49.644
2642,2016-12-13 09:39:00.050
2643,2016-12-13 09:41:00.105
2644,2016-12-13 09:43:46.095
2645,2016-12-13 09:45:00.143
2646,2016-12-13 09:48:51.609
2647,2016-12-13 09:49:14.797
2648,2016-12-13 09:51:24.563
2649,2016-12-13 09:53:02.025
2650,2016-12-13 09:56:01.865
2651,2016-12-13 09:57:00.367
2652,2016-12-13 09:59:10.074
2653,2016-12-13 10:01:23.969
2654,2016-12-13 10:03:05.356
2655,2016-12-13 10:05:11.458
2656,2016-12-13 10:07:01.278
2657,2016-12-13 10:10:16.618
2658,2016-12-13 10:11:07.706
2659,2016-12-13 10:13:00.109
2660,2016-12-13 10:15:00.174
2661,2016-12-13 10:17:00.349
2662,2016-12-13 10:19:10.353
2663,2016-12-13 10:22:33.908
2664,2016-12-13 10:23:00.067
2665,2016-12-13 10:25:55.425
2666,2016-12-13 10:27:02.136
2667,2016-12-13 10:29:09.314
2668,2016-12-13 17:13:15.868
2669,2016-12-13 17:16:20.366
2670,2016-12-13 17:17:00.129
2671,2016-12-13 17:27:40.246
2672,2016-12-13 17:36:15.678
2673,2016-12-13 18:28:37.905
2674,2016-12-13 18:29:16.713
2675,2016-12-13 18:31:01.173
2676,2016-12-13 20:52:00.621
2677,2016-12-13 20:53:00.444
2678,2016-12-13 20:55:00.570
2679,2016-12-13 20:57:01.266
2680,2016-12-13 20:59:00.530
2681,2016-12-13 21:01:00.258
2682,2016-12-13 21:03:02.099
2683,2016-12-13 21:05:00.137
2684,2016-12-13 21:07:00.594
2685,2016-12-13 21:09:16.056
2686,2016-12-13 21:11:03.689
2687,2016-12-13 21:14:06.946
2688,2016-12-13 21:15:20.825
2689,2016-12-13 21:17:00.058
2690,2016-12-13 21:20:21.248
2691,2016-12-13 21:22:00.015
2692,2016-12-13 21:23:03.275
2693,2016-12-13 21:25:04.125
2694,2016-12-13 21:27:16.884
2695,2016-12-13 21:29:00.315
2696,2016-12-13 21:31:05.726
2697,2016-12-13 21:33:00.429
2698,2016-12-13 21:35:04.743
2699,2016-12-13 21:37:02.313
2700,2016-12-13 21:39:35.982
2701,2016-12-13 21:42:06.719
2702,2016-12-13 21:43:00.438
2703,2016-12-13 21:45:00.548
2704,2016-12-13 21:47:02.164
2705,2016-12-13 21:51:33.112
2706,2016-12-13 21:54:14.066
2707,2016-12-13 21:55:03.369
2708,2016-12-13 21:57:05.796
2709,2016-12-13 21:59:00.091
2710,2016-12-13 22:01:00.459
2711,2016-12-13 22:04:46.861
2712,2016-12-13 22:05:02.404
2713,2016-12-13 22:07:11.736
2714,2016-12-13 22:31:02.156
2715,2016-12-13 22:57:40.054
2716,2016-12-13 22:59:09.467
2717,2016-12-13 23:01:06.042
2718,2016-12-13 23:26:15.370
2719,2016-12-13 23:28:11.557
2720,2016-12-13 23:38:14.245
2721,2016-12-13 23:39:10.719
2722,2016-12-13 23:42:00.090
2723,2016-12-14 08:59:41.819
2724,2016-12-14 09:02:38.012
2725,2016-12-14 09:03:48.793
2726,2016-12-14 09:05:02.682
2727,2016-12-14 09:07:00.536
2728,2016-12-14 09:09:21.263
2729,2016-12-14 09:11:36.298
2730,2016-12-14 09:13:00.796
2731,2016-12-14 09:15:34.688
2732,2016-12-14 09:17:18.274
2733,2016-12-14 09:19:00.587
2734,2016-12-14 09:23:23.998
2735,2016-12-14 09:25:01.522
2736,2016-12-14 09:27:00.157
2737,2016-12-14 09:30:35.816
2738,2016-12-14 09:31:43.052
2739,2016-12-14 09:33:03.727
2740,2016-12-14 09:35:00.004
2741,2016-12-14 09:37:02.520
2742,2016-12-14 09:39:02.923
2743,2016-12-14 09:41:00.395
2744,2016-12-14 09:43:09.508
2745,2016-12-14 09:45:38.555
2746,2016-12-14 09:47:00.203
2747,2016-12-14 09:49:05.184
2748,2016-12-14 09:51:00.314
2749,2016-12-14 09:53:20.232
2750,2016-12-14 09:55:00.513
2751,2016-12-14 09:57:06.117
2752,2016-12-14 09:59:07.089
2753,2016-12-14 10:01:00.086
2754,2016-12-14 10:03:08.843
2755,2016-12-14 10:05:00.127
2756,2016-12-14 10:07:16.167
2757,2016-12-14 10:09:00.485
2758,2016-12-14 10:11:00.830
2759,2016-12-14 10:13:00.002
2760,2016-12-14 10:15:14.723
2761,2016-12-14 10:17:00.372
2762,2016-12-14 10:19:02.205
2763,2016-12-14 10:21:06.242
2764,2016-12-14 10:23:38.592
2765,2016-12-14 10:25:00.250
2766,2016-12-14 10:27:49.937
2767,2016-12-14 10:29:05.892
2768,2016-12-14 10:39:03.676
2769,2016-12-14 10:41:30.141
2770,2016-12-14 15:57:38.959
2771,2016-12-14 16:24:58.159
2772,2016-12-14 16:25:00.109
2773,2016-12-14 17:00:21.120
2774,2016-12-14 17:01:00.012
2775,2016-12-14 17:03:02.414
2776,2016-12-14 17:05:03.304
2777,2016-12-14 17:07:00.426
2778,2016-12-14 17:09:03.830
2779,2016-12-14 17:11:20.216
2780,2016-12-14 17:13:39.935
2781,2016-12-14 17:15:01.025
2782,2016-12-14 17:20:47.536
2783,2016-12-14 17:21:00.229
2784,2016-12-14 17:37:43.424
2785,2016-12-14 21:12:03.340
2786,2016-12-14 21:14:49.422
2787,2016-12-14 21:15:00.046
2788,2016-12-14 21:21:29.498
2789,2016-12-14 21:23:27.923
2790,2016-12-14 21:35:44.722
2791,2016-12-15 15:15:17.412
2792,2016-12-15 15:17:56.500
2793,2016-12-15 15:21:27.564
2794,2016-12-15 15:24:25.137
2795,2016-12-15 15:29:15.585
2796,2016-12-15 15:31:26.523
2797,2016-12-15 15:33:59.086
2798,2016-12-15 15:35:00.524
2799,2016-12-15 15:37:28.662
2800,2016-12-15 15:48:50.422
2801,2016-12-15 15:53:27.765
2802,2016-12-15 16:04:29.533
2803,2016-12-15 16:20:56.577
2804,2016-12-15 16:21:00.922
2805,2016-12-15 16:24:48.276
2806,2016-12-15 16:25:03.194
2807,2016-12-15 16:27:00.899
2808,2016-12-15 16:29:04.726
2809,2016-12-15 16:32:14.687
2810,2016-12-15 16:33:16.292
2811,2016-12-15 16:35:20.413
2812,2016-12-15 16:37:09.573
2813,2016-12-15 16:39:00.295
2814,2016-12-15 16:44:56.047
2815,2016-12-15 16:45:08.289
2816,2016-12-15 16:48:09.497
2817,2016-12-15 16:49:00.559
2818,2016-12-15 16:53:13.511
2819,2016-12-15 16:55:00.728
2820,2016-12-15 16:58:18.666
2821,2016-12-15 16:59:04.054
2822,2016-12-15 17:01:01.744
2823,2016-12-15 17:58:09.838
2824,2016-12-15 18:18:43.093
2825,2016-12-15 18:19:00.277
2826,2016-12-15 18:31:36.904
2827,2016-12-15 18:33:13.827
2828,2016-12-15 18:35:06.231
2829,2016-12-15 18:37:20.970
2830,2016-12-15 19:08:46.511
2831,2016-12-15 19:09:00.682
2832,2016-12-15 19:20:38.477
2833,2016-12-15 19:21:07.921
2834,2016-12-15 20:54:10.176
2835,2016-12-15 21:16:01.634
2836,2016-12-15 21:17:11.826
2837,2016-12-15 21:20:30.065
2838,2016-12-15 21:21:01.433
2839,2016-12-15 21:23:18.575
2840,2016-12-15 21:25:00.388
2841,2016-12-15 21:29:27.100
2842,2016-12-15 22:26:57.544
2843,2016-12-15 22:27:00.928
2844,2016-12-15 22:29:09.054
2845,2016-12-12 16:14:21.614
2846,2016-12-12 16:21:43.725
2847,2016-12-12 16:23:00.059
2848,2016-12-12 16:25:53.445
2849,2016-12-12 16:27:00.471
2850,2016-12-12 16:29:00.075
2851,2016-12-12 16:31:01.415
2852,2016-12-12 16:33:00.882
2853,2016-12-12 16:35:00.223
2854,2016-12-12 16:38:08.372
2855,2016-12-12 16:39:04.516
2856,2016-12-12 17:26:54.719
2857,2016-12-12 17:27:01.002
2858,2016-12-12 17:35:47.615
2859,2016-12-08 18:25:49.826
2860,2016-12-08 18:27:56.731
2861,2016-12-08 18:37:52.760
2862,2016-12-08 18:39:13.932
2863,2016-12-08 18:41:02.063
2864,2016-12-08 18:43:00.305
2865,2016-12-08 18:48:32.646
2866,2016-12-08 18:49:00.530
2867,2016-12-08 18:51:07.515
2868,2016-12-08 18:53:02.696
2869,2016-12-08 18:55:09.389
2870,2016-12-08 18:57:00.416
2871,2016-12-08 18:59:00.335
2872,2016-12-08 19:01:04.825
2873,2016-12-08 19:03:00.229
2874,2016-12-08 19:15:22.941
2875,2016-12-08 19:17:06.569
2876,2016-12-08 19:25:02.982
2877,2016-12-08 19:35:55.682
2878,2016-12-08 20:01:18.840
2879,2016-12-08 21:06:01.354
2880,2016-12-08 21:19:52.511
2881,2016-12-08 21:21:00.447
2882,2016-11-23 19:33:18.827
2883,2016-11-23 19:35:04.248
2884,2016-11-23 19:37:27.498
2885,2016-11-23 19:39:00.078
2886,2016-11-23 19:41:02.517
2887,2016-11-24 16:58:38.298
2888,2016-11-24 16:59:00.029
2889,2016-11-24 17:02:23.584
2890,2016-11-24 17:03:30.894
2891,2016-11-24 17:05:03.230
2892,2016-11-24 17:07:10.058
2893,2016-11-24 17:09:01.405
2894,2016-11-24 17:11:01.689
2895,2016-11-24 17:15:00.800
2896,2016-11-24 17:17:46.318
2897,2016-11-24 17:20:36.210
2898,2016-11-24 17:21:01.803
2899,2016-11-24 20:58:51.831
2900,2016-11-24 20:59:02.108
2901,2016-11-24 21:01:00.056
2902,2016-11-24 21:03:00.422
2903,2016-11-24 21:05:08.343
2904,2016-11-24 21:09:20.197
2905,2016-11-24 21:11:03.177
2906,2016-11-24 21:13:46.909
2907,2016-11-24 21:15:03.394
2908,2016-11-24 21:18:29.764
2909,2016-11-24 21:19:18.435
2910,2016-11-24 21:21:00.282
2911,2016-11-24 21:23:32.484
2912,2016-11-24 21:27:29.949
2913,2016-11-24 21:32:08.483
2914,2016-11-24 21:33:09.618
2915,2016-11-24 21:39:03.733
2916,2016-11-24 21:41:29.372
2917,2016-11-24 21:44:33.271
2918,2016-11-24 21:45:57.657
2919,2016-11-24 21:48:12.376
2920,2016-11-24 21:49:00.962
2921,2016-11-24 21:53:18.241
2922,2016-11-25 18:38:09.683
2923,2016-11-27 10:14:48.567
2924,2016-11-27 10:15:02.816
2925,2016-11-27 10:21:01.699
2926,2016-11-27 17:53:06.944
2927,2016-11-27 21:32:02.488
2928,2016-12-03 20:28:18.148
2929,2016-12-03 20:49:44.615
2930,2016-12-04 20:19:34.040
2931,2016-11-30 17:53:47.167
2932,2016-11-30 17:55:04.315
2933,2016-11-30 20:35:09.165
2934,2016-11-30 21:11:39.403
2935,2016-11-30 21:43:30.619
2936,2016-11-30 21:45:01.196
2937,2016-11-30 21:47:00.132
2938,2016-11-30 21:49:05.971
2939,2016-11-30 21:51:10.800
2940,2016-11-30 21:53:00.243
2941,2016-11-30 21:55:11.511
2942,2016-11-30 21:57:18.155
2943,2016-11-30 21:59:01.707
2944,2016-12-04 08:47:43.621
2945,2016-12-04 08:49:15.670
2946,2016-12-04 19:01:43.544
2947,2016-12-01 17:18:48.100
2948,2016-12-01 17:19:01.114
2949,2016-12-01 21:18:47.061
2950,2016-12-01 21:19:47.581
2951,2016-12-01 21:21:00.108
2952,2016-12-01 21:23:00.725
2953,2016-12-01 21:25:15.637
2954,2016-12-01 21:27:54.508
2955,2016-12-01 21:29:00.192
2956,2016-12-01 21:31:05.474
2957,2016-12-01 21:38:14.735
2958,2016-12-01 21:39:00.768
2959,2016-12-01 21:41:01.473
2960,2016-12-01 21:47:41.001
2961,2016-12-01 21:49:41.164
2962,2016-12-01 21:51:04.723
2963,2016-12-01 21:53:11.152
2964,2016-12-01 21:55:01.019
2965,2016-12-01 21:57:00.957
2966,2016-12-01 21:59:04.965
2967,2016-12-01 22:22:44.582
2968,2016-12-01 22:23:20.388
2969,2016-12-01 22:26:43.150
2970,2016-12-01 22:28:58.178
2971,2016-12-01 22:30:38.479
2972,2016-12-01 22:31:00.669
2973,2016-12-01 22:34:12.927
2974,2016-12-01 22:35:00.184
2975,2016-12-01 22:59:32.752
2976,2016-12-01 23:01:02.024
2977,2016-12-01 23:03:41.886
2978,2016-12-02 00:20:09.285
2979,2016-12-02 10:34:26.520
2980,2016-12-02 10:35:20.287
2981,2016-12-02 10:38:41.197
2982,2016-12-02 16:34:41.326
2983,2016-12-02 16:35:00.656
2984,2016-12-02 16:37:01.405
2985,2016-12-02 19:22:03.201
2986,2016-12-02 19:25:06.799
2987,2016-12-02 19:27:46.198
2988,2016-11-30 17:17:02.456
2989,2016-11-30 17:19:33.670
2990,2016-11-30 17:21:00.249
2991,2016-11-30 17:23:06.319
2992,2016-11-30 17:25:00.794
2993,2016-11-30 17:27:47.020
2994,2016-11-30 17:29:00.292
2995,2016-11-30 17:31:00.167
2996,2016-11-30 17:33:22.787
2997,2016-11-30 17:35:00.092
2998,2016-11-30 17:37:07.337
2999,2016-11-30 21:41:22.057
3000,2016-10-05 17:49:23.266
3001,2016-10-05 17:52:23.874
3002,2016-10-05 17:53:53.193
3003,2016-10-05 17:56:59.261
3004,2016-10-05 17:57:03.643
3005,2016-10-05 17:59:02.540
3006,2016-10-05 18:02:26.378
3007,2016-10-05 18:14:37.817
3008,2016-10-05 18:15:00.184
3009,2016-10-05 18:17:02.412
3010,2016-10-05 18:19:08.517
3011,2016-10-05 18:21:00.960
3012,2016-10-05 18:23:26.018
3013,2016-10-05 18:26:21.398
3014,2016-10-05 18:27:21.212
3015,2016-10-05 18:29:02.409
3016,2016-10-05 18:31:05.387
3017,2016-10-05 20:03:08.027
3018,2016-10-05 20:05:30.062
3019,2016-10-05 20:07:09.826
3020,2016-10-08 10:22:33.886
3021,2016-10-08 10:23:01.145
3022,2016-10-08 10:25:02.048
