,0
4610,2018-05-18 22:37:07.591
4611,2018-05-19 17:04:49.362
4612,2018-05-19 17:05:00.263
4613,2018-05-19 17:24:23.398
4614,2018-05-19 17:25:01.178
4615,2018-05-19 17:28:18.733
4616,2018-05-19 17:29:00.684
4617,2018-05-19 17:31:00.033
4618,2018-05-19 17:39:32.421
4619,2018-05-19 17:45:58.484
4620,2018-05-19 17:48:34.266
4621,2018-05-19 17:49:06.304
4622,2018-05-19 18:34:26.920
4623,2018-05-19 18:37:34.050
4624,2018-05-19 18:53:12.446
4625,2018-05-19 19:28:48.872
4626,2018-05-19 19:29:00.385
4627,2018-05-19 19:35:29.912
4628,2018-05-19 19:38:08.342
4629,2018-05-19 19:39:00.186
4630,2018-05-19 19:51:56.414
4631,2018-05-19 19:59:12.976
4632,2018-05-19 20:02:08.974
4633,2018-05-19 20:04:14.289
4634,2018-05-19 20:07:03.815
4635,2018-05-19 20:09:12.143
4636,2018-05-19 20:17:09.488
4637,2018-05-19 20:33:01.636
4638,2018-05-20 11:48:46.103
4639,2018-05-20 12:31:42.199
4640,2018-05-20 12:41:12.489
4641,2018-05-20 12:47:45.731
4642,2018-05-20 13:00:04.771
4643,2018-05-20 13:02:07.989
4644,2018-05-20 13:03:55.199
4645,2018-05-20 13:08:25.813
4646,2018-05-20 13:10:50.320
4647,2018-05-20 13:11:06.093
4648,2018-05-20 13:13:45.764
4649,2018-05-20 13:47:50.205
4650,2018-05-20 13:54:09.750
4651,2018-05-20 14:00:40.040
4652,2018-05-20 14:01:07.652
4653,2018-05-20 14:09:57.463
4654,2018-05-20 14:13:13.795
4655,2018-05-20 14:29:06.060
4656,2018-05-20 15:10:10.096
4657,2018-05-20 15:24:20.781
4658,2018-05-21 08:48:53.182
4659,2018-05-21 08:50:32.755
4660,2018-05-21 08:51:13.861
4661,2018-05-21 09:00:31.310
4662,2018-05-21 09:01:00.181
4663,2018-05-21 09:06:58.362
4664,2018-05-21 09:07:00.111
4665,2018-05-21 09:15:27.702
4666,2018-05-21 09:22:40.636
4667,2018-05-21 09:23:00.236
4668,2018-05-21 09:29:11.905
4669,2018-05-21 09:34:50.777
4670,2018-05-21 09:35:00.836
4671,2018-05-21 09:38:10.258
4672,2018-05-21 10:26:57.562
4673,2018-05-21 10:27:11.547
4674,2018-05-21 10:33:59.851
4675,2018-05-21 10:35:47.120
4676,2018-05-21 10:44:30.420
4677,2018-05-21 10:46:40.866
4678,2018-05-21 10:54:40.307
4679,2018-05-21 10:55:09.947
4680,2018-05-21 11:13:35.761
4681,2018-05-21 11:35:35.814
4682,2018-05-21 11:48:30.587
4683,2018-05-21 12:16:56.288
4684,2018-05-21 12:17:03.229
4685,2018-05-21 13:04:11.169
4686,2018-05-21 14:15:46.002
4687,2018-05-21 14:19:19.491
4688,2018-05-21 14:29:31.580
4689,2018-05-21 14:31:00.648
4690,2018-05-21 14:33:03.792
4691,2018-05-21 14:46:50.822
4692,2018-05-21 14:47:03.778
4693,2018-05-22 18:25:39.712
4694,2018-05-22 18:30:15.459
4695,2018-05-22 18:31:02.950
4696,2018-05-22 18:33:00.227
4697,2018-05-22 18:36:37.858
4698,2018-05-22 18:37:12.156
4699,2018-05-22 18:41:27.811
4700,2018-05-22 18:44:08.231
4701,2018-05-22 18:45:42.133
4702,2018-05-22 18:50:00.049
4703,2018-05-22 18:51:35.960
4704,2018-05-22 18:53:02.793
4705,2018-05-22 18:55:00.469
4706,2018-05-22 18:58:14.651
4707,2018-05-22 18:59:01.264
4708,2018-05-22 20:07:50.200
4709,2018-05-22 21:51:19.890
4710,2018-05-22 21:53:03.162
4711,2018-05-22 21:55:05.530
4712,2018-05-22 21:57:01.414
4713,2018-05-22 22:01:08.574
4714,2018-05-22 22:04:02.416
4715,2018-05-22 22:05:05.612
4716,2018-05-22 22:08:27.701
4717,2018-05-22 22:09:17.423
4718,2018-05-23 19:22:10.088
4719,2018-05-23 19:30:47.432
4720,2018-05-23 19:31:05.554
4721,2018-05-23 19:33:00.157
4722,2018-05-23 19:42:01.309
4723,2018-05-23 19:45:10.416
4724,2018-05-23 19:54:03.475
4725,2018-05-23 19:57:00.633
4726,2018-05-23 20:00:52.797
4727,2018-05-23 20:01:00.469
4728,2018-05-23 20:05:15.073
4729,2018-05-23 20:07:01.909
4730,2018-05-23 20:16:06.896
4731,2018-05-23 20:21:43.065
4732,2018-05-23 20:27:52.440
4733,2018-05-23 20:29:09.449
4734,2018-05-23 20:48:29.113
4735,2018-05-23 20:49:06.496
4736,2018-05-23 21:54:56.455
4737,2018-05-23 21:55:03.806
4738,2018-05-23 22:02:21.596
4739,2018-05-23 22:03:01.546
4740,2018-05-23 22:10:58.697
4741,2018-05-23 22:11:01.455
4742,2018-05-23 22:13:22.088
4743,2018-05-23 22:16:48.061
4744,2018-05-23 22:17:00.129
4745,2018-05-24 17:06:55.883
4746,2018-05-24 17:07:13.451
4747,2018-05-24 17:12:34.218
4748,2018-05-24 17:13:11.117
4749,2018-05-24 17:15:04.412
4750,2018-05-24 17:17:49.104
4751,2018-05-24 17:19:00.635
4752,2018-05-24 17:25:59.837
4753,2018-05-24 17:27:00.295
4754,2018-05-24 17:39:18.346
4755,2018-05-24 17:48:00.389
4756,2018-05-24 17:50:35.725
4757,2018-05-24 17:51:10.794
4758,2018-05-24 19:22:43.193
4759,2018-05-24 20:40:32.210
4760,2018-05-24 21:27:58.294
4761,2018-05-24 21:41:24.608
4762,2018-05-25 16:14:48.960
4763,2018-05-25 16:16:37.953
4764,2018-05-25 22:36:11.746
4765,2018-05-25 22:42:44.584
4766,2018-05-25 22:43:00.456
4767,2018-05-25 22:48:30.505
4768,2018-05-25 22:49:00.134
4769,2018-05-25 22:54:03.897
4770,2018-05-25 23:07:19.027
4771,2018-05-25 23:09:02.938
4772,2018-05-26 16:39:20.702
4773,2018-05-26 16:41:03.942
4774,2018-05-26 16:43:29.533
4775,2018-05-26 16:46:37.986
4776,2018-05-26 16:47:06.880
4777,2018-05-26 16:51:04.826
4778,2018-05-26 16:55:50.693
4779,2018-05-26 17:43:38.234
4780,2018-05-26 17:45:02.575
4781,2018-05-26 17:49:33.923
4782,2018-05-26 17:55:34.200
4783,2018-05-26 17:58:18.691
4784,2018-05-26 18:04:48.391
4785,2018-05-26 18:05:04.008
4786,2018-05-26 22:26:16.115
4787,2018-05-26 22:29:30.233
4788,2018-05-27 10:12:08.605
4789,2018-05-27 17:05:59.451
4790,2018-05-27 17:07:02.576
4791,2018-05-27 17:16:38.721
4792,2018-05-27 17:25:37.895
4793,2018-05-27 17:27:15.280
4794,2018-05-28 17:25:05.624
4795,2018-05-28 18:51:02.100
4796,2018-05-28 18:58:13.464
4797,2018-05-28 19:11:45.047
4798,2018-05-28 19:13:04.084
4799,2018-05-28 19:17:14.752
4800,2018-05-28 19:34:42.676
4801,2018-05-28 19:35:00.753
4802,2018-05-28 19:37:00.976
4803,2018-05-29 20:11:39.099
4804,2018-05-29 21:09:48.115
4805,2018-05-29 21:12:02.555
4806,2018-05-29 21:14:22.460
4807,2018-05-29 21:16:21.767
4808,2018-05-29 21:17:02.531
4809,2018-05-29 21:32:46.506
4810,2018-05-29 21:33:02.214
4811,2018-05-29 21:37:16.489
4812,2018-05-29 21:39:15.915
4813,2018-05-29 21:42:22.815
4814,2018-05-29 21:43:00.703
4815,2018-05-29 21:47:39.893
4816,2018-05-29 21:49:03.842
4817,2018-05-29 22:02:49.493
4818,2018-05-29 22:03:05.282
4819,2018-05-29 22:05:02.119
4820,2018-09-23 10:31:36.446
4821,2018-09-23 10:33:05.616
4822,2018-09-23 10:35:49.567
4823,2018-09-23 10:38:35.349
4824,2018-09-23 10:42:15.740
4825,2018-09-23 10:43:29.408
4826,2018-09-23 10:54:17.717
4827,2018-09-23 10:56:04.743
4828,2018-09-23 11:11:36.552
4829,2018-09-23 11:13:36.518
4830,2018-09-23 11:15:07.424
4831,2018-09-23 11:18:39.442
4832,2018-09-23 11:19:00.779
4833,2018-09-23 11:21:34.985
4834,2018-09-23 11:23:11.670
4835,2018-09-23 11:26:09.969
4836,2018-09-23 11:27:00.398
4837,2018-09-23 11:29:01.266
4838,2018-09-23 11:32:16.624
4839,2018-09-23 11:33:19.590
4840,2018-09-23 11:37:18.448
4841,2018-09-23 11:48:34.991
4842,2018-09-23 12:04:07.475
4843,2018-09-23 12:27:16.388
4844,2018-09-23 12:29:00.767
4845,2018-09-23 12:31:08.357
4846,2018-09-23 13:53:30.856
4847,2018-09-23 13:56:24.388
4848,2018-09-23 13:57:00.440
4849,2018-09-23 14:00:39.559
4850,2018-09-23 14:02:04.021
4851,2018-09-23 14:03:06.963
4852,2018-09-23 14:05:07.208
4853,2018-09-23 14:08:41.944
4854,2018-09-23 14:09:10.875
4855,2018-09-23 14:11:02.733
4856,2018-09-23 14:14:31.367
4857,2018-09-23 14:18:46.602
4858,2018-09-23 14:19:00.018
4859,2018-09-23 14:22:02.059
4860,2018-09-23 14:23:00.299
4861,2018-09-23 14:25:00.515
4862,2018-09-23 14:31:23.531
4863,2018-09-23 14:34:29.877
4864,2018-09-23 14:35:06.231
4865,2018-09-23 14:49:20.375
4866,2018-09-23 18:35:57.838
4867,2018-09-05 20:28:56.685
4868,2018-09-05 20:29:19.140
4869,2018-09-05 20:31:11.376
4870,2018-09-13 18:04:20.831
4871,2018-09-13 18:05:01.304
4872,2018-09-13 18:07:50.548
4873,2018-09-13 21:23:15.230
4874,2018-09-13 21:25:38.356
4875,2018-09-13 21:29:54.071
4876,2018-09-13 21:31:01.677
4877,2018-09-13 21:35:04.959
4878,2018-09-13 21:37:00.054
4879,2018-09-13 21:39:00.330
4880,2018-09-13 21:44:23.561
4881,2018-09-13 21:49:32.978
4882,2018-09-13 21:53:15.727
4883,2018-09-13 21:55:00.234
4884,2018-09-13 22:02:32.744
4885,2018-09-13 22:05:02.572
4886,2018-09-13 22:11:12.948
4887,2018-09-13 22:13:58.998
4888,2018-09-11 20:25:21.155
4889,2018-09-11 21:01:27.679
4890,2018-09-11 21:05:40.274
4891,2018-09-11 21:07:11.101
4892,2018-09-11 21:11:01.926
4893,2018-08-10 11:27:58.820
4894,2018-08-10 11:29:00.290
4895,2018-08-10 11:31:26.395
4896,2018-08-10 11:33:20.271
4897,2018-08-10 11:35:05.213
4898,2018-08-10 11:37:20.805
4899,2018-08-10 11:47:34.715
4900,2018-08-10 11:49:02.529
4901,2018-08-10 11:51:00.094
4902,2018-08-10 11:53:04.308
4903,2018-08-10 12:36:45.312
4904,2018-08-10 12:38:46.926
4905,2018-08-10 12:39:02.713
4906,2018-08-10 12:41:57.349
4907,2018-08-10 12:45:10.490
4908,2018-08-10 12:47:42.457
4909,2018-08-10 12:52:22.977
4910,2018-08-07 11:54:37.380
4911,2018-08-07 11:56:15.011
4912,2018-08-07 12:05:10.255
4913,2018-08-07 12:07:26.151
4914,2018-08-07 12:09:18.240
4915,2018-08-07 12:11:08.011
4916,2018-08-07 12:17:59.255
4917,2018-08-07 12:19:05.129
4918,2018-08-07 12:21:05.370
4919,2018-08-07 12:24:56.015
4920,2018-08-07 12:25:00.321
4921,2018-08-07 12:27:36.875
4922,2018-08-07 12:37:08.881
4923,2018-08-07 12:40:35.374
4924,2018-08-07 12:41:00.015
4925,2018-08-07 12:44:22.856
4926,2018-08-07 12:45:09.495
4927,2018-08-07 12:49:28.262
4928,2018-08-07 12:52:49.201
4929,2018-08-07 12:53:01.901
4930,2018-08-07 12:55:20.401
4931,2018-08-03 10:07:27.525
4932,2018-08-03 10:20:19.680
4933,2018-08-03 10:21:36.186
4934,2018-08-03 10:23:59.311
4935,2018-08-03 10:25:23.781
4936,2018-08-03 10:27:42.289
4937,2018-08-03 10:29:26.577
4938,2018-08-03 10:32:04.351
4939,2018-08-03 10:34:36.285
4940,2018-08-03 10:35:00.332
4941,2018-08-03 10:37:00.221
4942,2018-08-03 10:45:49.293
4943,2018-08-03 11:35:00.476
4944,2018-08-03 11:37:48.154
4945,2018-08-03 11:40:29.020
4946,2018-08-03 11:43:33.238
4947,2018-08-03 12:07:31.979
4948,2018-08-03 12:10:06.272
4949,2018-08-03 12:13:18.176
4950,2018-08-03 12:16:06.362
4951,2018-08-03 12:17:03.229
4952,2018-08-03 12:21:58.553
4953,2018-08-03 12:38:47.388
4954,2018-08-03 12:39:01.709
4955,2018-08-03 12:41:36.882
4956,2018-08-03 12:49:50.673
4957,2018-08-03 12:51:09.200
4958,2018-08-03 13:43:37.539
4959,2018-08-03 13:45:18.980
4960,2018-08-03 13:47:02.330
4961,2018-08-03 13:51:35.242
4962,2018-08-03 13:53:00.718
4963,2018-08-03 13:55:04.363
4964,2018-08-02 21:12:11.053
4965,2018-08-02 21:56:13.379
4966,2018-08-02 21:57:16.049
4967,2018-08-02 21:59:55.028
4968,2018-08-02 22:02:43.252
4969,2018-08-02 22:03:00.293
4970,2018-08-02 22:05:52.203
4971,2018-08-02 22:07:44.131
4972,2018-08-02 22:09:00.309
4973,2018-08-02 22:11:16.241
4974,2018-08-02 22:13:00.969
4975,2018-08-02 22:15:52.725
4976,2018-08-02 22:20:07.677
4977,2018-08-02 22:21:23.089
4978,2018-08-02 22:23:07.898
4979,2018-07-23 21:25:28.448
4980,2018-07-23 21:30:20.463
4981,2018-07-23 21:31:00.066
4982,2018-07-23 21:33:00.749
4983,2018-07-23 21:43:13.288
4984,2018-07-23 21:45:39.902
4985,2018-07-23 21:47:01.201
4986,2018-07-23 21:51:17.859
4987,2018-07-23 21:56:13.390
4988,2018-07-23 21:57:11.609
4989,2018-07-23 22:00:47.759
4990,2018-07-23 22:01:00.950
4991,2018-07-23 22:03:26.915
4992,2018-07-23 22:07:38.026
4993,2018-07-23 22:12:21.059
4994,2018-07-23 22:20:00.512
4995,2018-07-23 22:23:01.552
4996,2018-07-23 22:26:58.531
4997,2018-07-23 22:27:01.078
4998,2018-07-23 22:29:10.902
4999,2018-07-22 11:47:27.734
5000,2018-07-22 12:44:14.873
5001,2018-07-22 12:45:00.185
5002,2018-07-22 12:47:01.372
5003,2018-07-22 12:49:01.665
5004,2018-07-22 12:51:04.835
5005,2018-07-22 12:55:13.693
5006,2018-07-22 13:00:32.143
5007,2018-07-22 13:01:45.622
5008,2018-07-22 13:03:11.703
5009,2018-07-22 13:06:20.389
5010,2018-07-22 13:07:00.257
5011,2018-07-22 13:11:11.954
5012,2018-07-22 13:13:29.060
5013,2018-07-22 13:15:00.051
5014,2018-07-21 12:17:49.433
5015,2018-07-21 12:31:12.230
5016,2018-07-21 12:38:01.298
5017,2018-07-21 12:39:00.359
5018,2018-07-21 12:42:38.009
5019,2018-07-21 12:43:17.406
5020,2018-07-21 12:59:13.251
5021,2018-07-21 13:10:13.980
5022,2018-07-21 13:15:49.048
5023,2018-07-21 13:17:01.475
5024,2018-07-21 13:20:59.013
5025,2018-07-21 13:21:00.384
5026,2018-07-21 13:24:43.386
5027,2018-07-21 13:25:03.722
5028,2018-07-21 13:27:02.108
5029,2018-07-21 13:29:00.323
5030,2018-07-21 13:31:04.138
5031,2018-07-21 13:35:28.364
5032,2018-07-21 13:37:01.069
5033,2018-07-21 13:39:08.406
5034,2018-07-21 13:42:02.116
5035,2018-07-21 13:43:00.659
5036,2018-07-21 13:45:01.723
5037,2018-07-21 13:54:19.647
5038,2018-07-21 13:55:45.264
5039,2018-07-21 16:18:08.094
5040,2018-07-21 16:34:53.467
5041,2018-07-21 16:35:00.228
5042,2018-07-21 16:37:19.692
5043,2018-07-21 17:34:55.398
5044,2018-07-21 17:35:00.097
5045,2018-07-21 17:38:44.953
5046,2018-07-21 17:41:30.580
5047,2018-07-21 17:48:17.806
5048,2018-07-21 17:49:46.402
5049,2018-07-21 18:30:19.930
5050,2018-07-21 18:37:48.483
5051,2018-07-21 18:41:47.929
5052,2018-07-21 18:43:00.658
5053,2018-07-21 18:45:58.594
5054,2018-07-21 18:47:05.735
5055,2018-07-21 19:07:46.006
5056,2018-07-21 19:11:09.121
5057,2018-07-21 19:14:00.428
5058,2018-07-21 19:17:32.451
5059,2018-07-11 14:20:24.178
5060,2018-07-11 14:27:03.654
5061,2018-07-11 14:29:06.345
5062,2018-07-11 14:32:43.355
5063,2018-07-11 14:33:01.366
5064,2018-07-11 14:35:02.032
5065,2018-07-11 14:45:50.281
5066,2018-07-11 14:47:00.099
5067,2018-07-11 15:01:17.627
5068,2018-07-11 15:05:21.931
5069,2018-07-11 15:07:00.197
5070,2018-07-09 19:38:48.589
5071,2018-07-09 19:39:05.475
5072,2018-07-09 19:43:06.935
5073,2018-07-09 19:48:10.978
5074,2018-07-09 19:59:02.269
5075,2018-07-09 20:03:12.278
5076,2018-07-09 20:06:14.220
5077,2018-07-09 20:14:53.339
5078,2018-07-09 20:15:11.462
5079,2018-07-09 20:30:13.337
5080,2018-07-09 20:33:32.340
5081,2018-07-09 21:04:58.573
5082,2018-07-09 21:05:00.175
5083,2018-07-09 21:25:44.876
5084,2018-07-09 21:54:57.939
5085,2018-07-09 21:55:43.323
5086,2018-07-09 21:57:10.797
5087,2018-07-10 08:44:20.450
5088,2018-07-10 09:02:01.645
5089,2018-07-10 09:29:18.951
5090,2018-07-10 09:43:00.939
5091,2018-07-10 09:53:18.443
5092,2018-07-10 09:58:41.061
5093,2018-07-10 09:59:00.093
5094,2018-07-10 10:03:40.986
5095,2018-07-10 10:05:02.439
5096,2018-07-10 10:07:01.071
5097,2018-07-10 10:19:06.557
5098,2018-07-10 10:28:26.020
5099,2018-07-10 10:31:05.934
5100,2018-07-10 10:33:05.634
5101,2018-07-10 10:37:20.155
5102,2018-07-10 10:39:22.203
5103,2018-07-10 10:45:56.338
5104,2018-07-10 10:47:03.089
5105,2018-07-10 10:51:37.823
5106,2018-07-10 11:09:05.735
5107,2018-07-10 12:57:20.939
5108,2018-07-10 13:07:59.429
5109,2018-07-10 13:19:09.547
5110,2018-07-10 13:21:10.825
5111,2018-07-10 13:27:27.966
5112,2018-07-10 13:29:00.822
5113,2018-07-10 13:32:22.869
5114,2018-07-10 13:33:10.349
5115,2018-07-10 13:35:06.102
5116,2018-07-10 13:37:00.049
5117,2018-07-10 13:39:21.125
5118,2018-06-18 22:18:30.641
5119,2018-06-19 17:25:52.646
5120,2018-06-19 17:39:32.507
5121,2018-06-19 17:44:43.818
5122,2018-06-23 15:49:09.729
5123,2018-06-23 16:13:57.843
5124,2018-06-23 16:17:24.658
5125,2018-06-23 16:33:04.680
5126,2018-06-23 16:35:06.480
5127,2018-06-23 16:46:33.802
5128,2018-06-23 16:47:06.453
5129,2018-06-23 16:50:38.340
5130,2018-06-23 16:51:00.302
5131,2018-06-23 16:55:30.155
5132,2018-06-23 16:57:38.564
5133,2018-06-23 17:30:58.045
5134,2018-06-23 17:31:00.803
5135,2018-06-23 20:05:38.022
5136,2018-06-23 20:08:30.418
5137,2018-06-23 20:09:00.389
5138,2018-06-24 16:17:51.243
5139,2018-06-25 08:58:00.404
5140,2018-06-25 08:59:11.477
5141,2018-06-25 09:01:09.823
5142,2018-06-25 09:03:12.260
5143,2018-06-25 09:05:06.678
5144,2018-06-25 09:08:05.193
5145,2018-06-25 09:09:00.496
5146,2018-06-25 09:17:07.893
5147,2018-06-25 09:19:08.309
5148,2018-06-25 09:21:00.955
5149,2018-06-25 09:23:10.948
5150,2018-06-25 09:29:35.936
5151,2018-06-25 09:37:20.431
5152,2018-06-25 09:44:54.218
5153,2018-06-25 09:45:00.081
5154,2018-06-25 09:47:53.632
5155,2018-06-25 09:53:15.610
5156,2018-06-25 09:55:10.445
5157,2018-06-25 09:58:15.243
5158,2018-06-25 09:59:06.908
5159,2018-06-25 10:03:00.002
5160,2018-06-25 10:06:59.180
5161,2018-06-25 10:07:01.333
5162,2018-06-25 10:10:14.753
5163,2018-06-25 10:11:33.085
5164,2018-06-17 21:02:29.017
5165,2018-06-17 21:03:07.489
5166,2018-06-17 21:05:13.386
5167,2018-06-17 21:08:22.167
5168,2018-06-17 21:09:02.678
5169,2018-06-17 21:11:10.782
5170,2018-06-17 21:13:05.059
5171,2018-06-17 21:15:12.584
5172,2018-06-17 21:17:07.173
5173,2018-06-17 21:19:11.697
5174,2018-06-17 21:21:15.740
5175,2018-06-17 21:23:08.406
5176,2018-06-17 21:25:47.057
5177,2018-06-17 21:27:21.257
5178,2018-06-17 21:29:04.374
5179,2018-06-17 21:31:03.327
5180,2018-06-17 21:33:00.691
5181,2018-06-17 21:35:06.598
5182,2018-06-17 21:37:03.142
5183,2018-06-17 21:39:08.308
5184,2018-06-17 21:41:01.447
5185,2018-06-17 21:43:02.828
5186,2018-06-17 21:45:17.691
5187,2018-06-17 21:47:47.416
5188,2018-06-17 21:49:44.206
5189,2018-06-16 20:05:49.688
5190,2018-06-16 20:08:46.121
5191,2018-06-16 20:09:24.089
5192,2018-06-16 20:12:20.092
5193,2018-06-16 20:18:56.599
5194,2018-06-16 20:19:00.386
5195,2018-06-16 20:22:07.867
5196,2018-06-16 20:24:32.472
5197,2018-06-16 20:28:13.962
5198,2018-06-16 20:29:06.265
5199,2018-06-16 20:32:09.093
5200,2018-06-16 20:34:09.574
5201,2018-06-16 20:35:00.316
5202,2018-06-16 20:37:07.968
5203,2018-06-16 20:39:47.809
5204,2018-06-16 20:41:13.238
5205,2018-06-16 20:43:37.772
5206,2018-06-16 20:45:08.458
5207,2018-06-16 22:11:11.337
5208,2018-06-16 22:23:30.551
5209,2018-06-16 22:25:08.862
5210,2018-06-16 22:27:07.699
5211,2018-06-16 22:29:14.238
5212,2018-06-16 22:31:01.210
5213,2018-06-16 22:33:08.130
5214,2018-06-16 22:35:08.296
5215,2018-06-16 22:38:23.077
5216,2018-06-16 22:39:03.440
5217,2018-06-17 08:58:14.012
5218,2018-06-17 09:33:57.077
5219,2018-06-17 10:40:08.607
5220,2018-06-17 10:47:26.328
5221,2018-06-17 10:59:49.850
5222,2018-06-17 11:10:15.702
5223,2018-06-17 11:11:01.774
5224,2018-06-17 11:23:48.024
5225,2018-06-17 11:26:07.371
5226,2018-06-17 11:27:51.874
5227,2018-06-17 11:29:18.670
5228,2018-06-17 11:31:06.044
5229,2018-06-17 11:37:44.601
5230,2018-06-17 11:39:00.248
5231,2018-06-17 12:04:34.266
5232,2018-06-17 12:25:38.046
5233,2018-06-17 12:31:08.950
5234,2018-06-17 12:34:38.561
5235,2018-06-17 12:35:12.601
5236,2018-06-01 21:33:03.071
5237,2018-06-01 21:36:47.880
5238,2018-06-01 21:37:07.763
5239,2018-06-01 21:39:00.252
5240,2018-06-01 21:42:22.755
5241,2018-06-01 21:43:01.046
5242,2018-06-01 21:45:00.090
5243,2018-06-01 21:47:40.963
5244,2018-06-01 21:53:03.271
5245,2018-06-01 22:20:38.143
5246,2018-06-01 22:21:00.320
5247,2018-06-01 22:23:00.171
5248,2018-06-01 22:28:38.865
5249,2018-06-01 22:29:00.124
5250,2018-06-01 22:33:35.139
5251,2018-06-01 22:35:00.126
5252,2018-06-01 22:41:16.912
5253,2018-06-04 22:19:11.195
5254,2018-06-05 20:09:29.252
5255,2018-06-05 20:25:06.922
5256,2018-06-05 20:29:10.483
5257,2018-06-05 20:40:53.168
5258,2018-06-05 20:41:04.811
5259,2018-06-05 20:43:32.926
5260,2018-06-05 20:59:19.837
5261,2018-06-05 21:01:00.015
5262,2018-06-05 21:06:12.918
5263,2018-06-05 21:07:00.221
5264,2018-06-05 21:13:18.581
5265,2018-06-05 21:17:37.412
5266,2018-06-06 16:59:19.874
5267,2018-06-06 17:02:40.593
5268,2018-06-06 17:03:05.923
5269,2018-06-06 17:27:21.337
5270,2018-06-06 20:06:58.531
5271,2018-06-06 20:07:05.093
5272,2018-06-06 20:51:15.206
5273,2018-06-07 18:39:48.566
5274,2018-06-07 18:41:46.143
5275,2018-06-07 19:48:25.751
5276,2018-06-07 19:57:00.521
5277,2018-06-07 19:59:04.400
5278,2018-06-07 20:06:45.354
5279,2018-06-07 20:07:02.371
5280,2018-06-07 20:10:31.950
5281,2018-06-07 20:11:10.547
5282,2018-06-07 20:17:17.215
5283,2018-06-07 20:25:32.498
5284,2018-06-07 20:27:38.141
5285,2018-06-07 21:01:54.639
5286,2018-06-07 21:04:18.607
5287,2018-06-07 21:20:04.156
5288,2018-06-07 21:21:01.005
5289,2018-06-07 21:34:33.795
5290,2018-06-07 21:38:54.944
5291,2018-06-07 21:39:00.878
5292,2018-06-07 21:43:26.446
5293,2018-06-07 21:56:35.072
5294,2018-06-07 21:57:02.653
5295,2018-06-09 09:09:33.858
5296,2018-06-09 09:11:05.818
5297,2018-06-09 09:18:50.522
5298,2018-06-09 09:20:43.898
5299,2018-06-09 09:23:54.487
5300,2018-06-09 10:01:22.063
5301,2018-06-09 10:03:03.937
5302,2018-06-09 10:08:33.780
5303,2018-06-09 10:09:01.439
5304,2018-06-09 10:11:40.075
5305,2018-06-09 10:13:04.907
5306,2018-06-09 10:15:22.831
5307,2018-06-09 18:44:15.576
5308,2018-06-09 19:10:45.793
5309,2018-06-09 19:12:30.901
5310,2018-06-09 19:13:01.951
5311,2018-06-09 19:16:49.434
5312,2018-06-09 19:17:02.740
5313,2018-06-09 19:19:08.307
5314,2018-06-09 19:25:03.303
5315,2018-06-09 19:27:08.750
5316,2018-06-10 19:45:31.486
5317,2018-06-12 16:55:10.897
5318,2018-06-12 17:02:22.928
5319,2018-06-12 17:03:00.418
5320,2018-06-12 17:05:00.487
5321,2018-06-12 17:14:19.175
5322,2018-06-12 17:17:22.815
5323,2018-06-12 17:19:22.946
5324,2018-06-12 17:32:33.605
5325,2018-06-12 18:07:59.087
5326,2018-06-12 18:17:43.008
5327,2018-06-12 19:00:26.088
5328,2018-06-12 19:04:15.646
5329,2018-06-12 19:11:50.013
5330,2018-06-12 21:04:13.275
5331,2018-06-12 21:05:46.748
5332,2018-06-12 21:08:57.798
5333,2018-06-12 21:09:12.062
5334,2018-06-12 21:11:46.432
5335,2018-06-12 21:14:59.767
5336,2018-06-12 21:15:00.434
5337,2018-06-12 21:17:12.194
5338,2018-06-12 21:35:31.899
5339,2018-06-12 21:37:05.632
5340,2018-06-12 21:39:16.471
5341,2018-06-12 21:53:39.726
5342,2018-06-12 21:57:56.709
5343,2018-06-14 15:39:25.638
5344,2018-06-14 15:44:04.607
5345,2018-06-14 15:45:12.261
5346,2018-06-14 16:01:39.203
5347,2018-06-14 16:06:57.011
5348,2018-06-14 16:07:13.214
5349,2018-06-14 16:10:04.685
5350,2018-06-14 16:12:30.817
5351,2018-06-14 16:17:10.967
5352,2018-06-14 16:20:40.465
5353,2018-06-14 16:31:56.847
5354,2018-06-14 16:35:13.694
5355,2018-06-14 16:40:58.521
5356,2018-06-14 16:41:00.983
5357,2018-06-14 16:47:13.859
5358,2018-06-14 16:50:00.187
5359,2018-06-14 16:52:43.631
5360,2017-09-06 20:17:11.800
5361,2017-09-06 20:31:15.674
5362,2017-09-07 15:35:10.227
5363,2017-09-07 15:44:34.995
5364,2017-09-07 15:46:48.211
5365,2017-09-07 15:50:19.041
5366,2017-09-07 15:51:59.143
5367,2017-09-07 15:53:00.278
5368,2017-09-07 15:57:59.909
5369,2017-09-07 15:59:04.454
5370,2017-09-07 16:04:48.483
5371,2017-09-07 16:05:01.661
5372,2017-09-07 16:08:41.579
5373,2017-09-07 16:09:00.185
5374,2017-09-07 16:27:32.112
5375,2017-09-07 16:29:05.839
5376,2018-05-25 17:34:12.386
5377,2018-05-25 17:35:13.066
5378,2018-05-25 17:37:06.431
5379,2018-05-25 17:46:52.943
5380,2018-05-25 17:47:00.452
5381,2018-05-25 17:49:13.692
5382,2018-05-25 17:51:01.724
5383,2018-05-25 17:53:22.027
5384,2018-05-25 17:55:04.149
5385,2018-05-25 17:57:11.369
5386,2018-05-25 17:59:04.209
